La Prima Catering,735 York Road,Willow Grove,PA,19090,215-830-1225,www.laprimafoodgroup.com,3 Star Certified Green Restaurant
Juice Generation,979 8th Avenue ,New York,NY,10028,212-767-0309,http://www.juicegeneration.com,2 Star Certified Green Restaurant
Twigs at Oxford at University of Michigan,619 Oxford Road,Ann Arbor,MI,48109-1316,734-763-7200,www.umich.edu,3 Star Certified Green Restaurant
Mapori Restaurant at the Columbus Zoo and Aquarium,4850 Powell Road,Powell,OH,43065,614-645-3400,www.colszoo.org,4 Star Certified Green Restaurant
Lair Marketplace at Loyola Marymount University,"1 LMU Drive, MS 8420",Los Angeles,CA,90045,310-338-3749,lmudining.sodexomyway.com/dining-choices/index.html,4 Star Certified Green Restaurant
Roski Dining Hall at Loyola Marymount University,"1 LMU Drive, MS 8420",Los Angeles,CA,90045,310-338-3749,lmudining.sodexomyway.com/dining-choices/roski.html,4 Star Certified Green Restaurant
Hearth,1625 Hinman Avenue,Evanston,IL,60202,847-570-8400,http://www.hearthrestaurant.net/,2 Star Certified Green Restaurant
Starbucks College Ave at SDSU,5131 College Ave,San Diego,CA,92115,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,2 Star Certified Green Restaurant
The Bake Shop at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,1 Star Certified Green Restaurant
Starbucks West-End Plaza at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,2 Star Certified Green Restaurant
Area 51 at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,2 Star Certified Green Restaurant
Culinary Theater at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Home/CulinaryTheater.aspx,2 Star Certified Green Restaurant
The Dining Room at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/thegarden,2 Star Certified Green Restaurant
Juice It Up East Commons at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,3 Star Certified Green Restaurant
So-Cal Chicken at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Restaurants.aspx,2 Star Certified Green Restaurant
Vinnie's Pizza and Pasta Bar at SDSU,"San Diego State University, 92182-1701",San Diego,CA,92182,619-594-7629,http://www.eatatsdsu.com/Locations.aspx,2 Star Certified Green Restaurant
La Prima Catering,10983 Guilford Road,Columbia,MD,20701,301-953-2484,www.laprimafoodgroup.com,3 Star Certified Green Restaurant
La Prima Catering,8424-A Lee Highway,Fairfax,VA,22031,703-204-0191,www.laprimafoodgroup.com,3 Star Certified Green Restaurant
Avenues: The World School,259 10th Avenue ,New York,NY,10001,212-524-9000,http://www.avenues.org/,2 Star Certified Green Restaurant
Rockhurst High School,9301 Stateline Road,Kansas City,MO,64114,816-363-2036,www.rockhursths.edu,2 Star Certified Green Restaurant
The Bistro at Trinity College,120 Vernon St,Hartford,CT,6106,860-918-0985,,3 Star Certified Green Restaurant
Cardigan Mountain School,62 Alumni Drive,Canaan,NH,3741,603-523-4321,www.cardigan.org,1 Star Certified Green Restaurant
Malone Dining Hall at The Westminster Schools,1424 West Paces Ferry Road NW,Atlanta,GA,30327,404-355-8673,www.westminster.net,2 Star Certified Green Restaurant
Trinity School,139 West 91st Street,New York,NY,10024,212-873-1650,www.trinityschoolnyc.org,3 Star Certified Green Restaurant
Friends Academy,270 Duck Pond Road,Locust Valley,NY,11560,516-676-0393,http://www.fa.org/,2 Star Certified Green Restaurant
Greenwich Academy,200 North Maple Avenue,Greenwich,CT,6830,203-625-8900,http://www.greenwichacademy.org/,2 Star Certified Green Restaurant
Compton Cafe at the Morris Arboretum of the University of Pennsylvania,9414 Meadowbrook Avenue,Philadelphia,PA,19118,215-247-5777,www.morrisarboretum.org,3 Star Certified Green Restaurant
Juice Generation,2345 Broadway,New York,NY,10024,212-799-0920,www.juicegeneration.com ,2 Star Certified Green Restaurant
Boloco,425 Market Street,Lynnfield,MA,1940,781-334-3706,www.boloco.com/,2 Star Certified Green Restaurant
Santina,820 Washington Street,New York,NY,10014,212-254-3000,http://www.santinanyc.com/,2 Star Certified Green Restaurant
Sterling Affair Catering & Events,100 Commerce Road,Carlstadt,NJ,7072,201-372-0734,www.Sterlingaffair.com,2 Star Certified Green Restaurant
Bruin Plate at UCLA,251 Charles Young Drive West,Los Angeles,CA,90095,310-825-4321,http://bruinplate.hhs.ucla.edu,4 Star Certified Green Restaurant
Arctic Cafe at Detroit Zoo,8450 West Ten Mile Road,Royal Oak,MI,48068,248-541-5717,http://www.detroitzoo.org,3 Star Certified Green Restaurant
Santorini Greek Island Grill at UCSD,"Price Center Student Union, 9700 Gilman Drive, P M B 222",La Jolla,CA,92093,858-674-7455,http://www.santoriniislandgrill.net/,1 Star Certified Green Restaurant
Juice Generation,109 East 23rd Street,New York,NY,10010,212-420-9700,www.juicegeneration.com ,2 Star Certified Green Restaurant
Viejas Arena at SDSU,"San Diego State University, 5500 Canyon Crest Dr",San Diego,CA,92182,619-594-0234,http://as.sdsu.edu/viejas_arena/,2 Star Certified Green Restaurant
Open Air Theater at SDSU,"San Diego State University, 5500 Campanile Drive ",San Diego,CA,92182,619-594-6947,as.sdsu.edu/calcoast/,2 Star Certified Green Restaurant
Tony Gwynn Stadium at SDSU,San Diego State University,San Diego,CA,92182, ,http://goaztecs.cstv.com/trads/sdsu-trads-gwynnstdm.html,2 Star Certified Green Restaurant
University Towers Kitchen at SDSU,San Diego State University,San Diego,CA,92182, ,http://www.eatatsdsu.com/Restaurants/UTK.aspx,2 Star Certified Green Restaurant
Faculty Staff Club at SDSU,San Diego State University,San Diego,CA,92182-1701, ,http://facultystaffclub.com/Default.aspx?alias=facultystaffclub.com/facultystaffclub,2 Star Certified Green Restaurant
The Hive at Black Hills State University,1200 University Street,Spearfish,SD,57799,800-255-2478,http://www.bhsu.edu/StudentLife/Living/DiningServices/tabid/3689/Default.aspx,3 Star Certified Green Restaurant
Meez Meals,1459 Elmwood Avenue,Evanston,IL,60201,773-916-6339,www.meezmeals.com,3 Star Certified Green Restaurant
Lennie's,1795 E. 10th Street,Bloomington,IN,47408,812-323-2112,http://www.lenniesgourmetpizza.com,3 Star Certified Green Restaurant
Tuskers at Riverbanks Zoo,500 Wildlife Parkway,Columbia,SC,29210,803-779-8717,www.riverbanks.org,3 Star Certified Green Restaurant
Marie's Fleur De Lis Catering,4846 Magazine Street,New Orleans,LA,70115,504-833-0871,http://www.fdlcatering.net/,3 Star Certified Green Restaurant
Creekside Restaurant,157151 Hwy 101,Forks,WA,98331,360-962-2271,http://www.thekalalochlodge.com/Dine.aspx?utm_source=yelp&utm_medium=local&utm_campaign=restaurant,3 Star Certified Green Restaurant
Catering by Michaels,6203 Park Avenue,Morton Grove,IL,60053-2363,847-966-6555,http://www.cateringbymichaels.com,3 Star Certified Green Restaurant
Kenyon Inn Restaurant at Kenyon College,100 W. Wiggin Street,Gambier,OH,43022,740-427-2202,www.kenyoninn.com,3 Star Certified Green Restaurant
Peirce Dining Hall at Kenyon College,201 College Park Street,Gambier,OH,43022,740-427-5000,www.kenyon.edu,3 Star Certified Green Restaurant
TAMO,One Seaport Lane,Boston,MA,2110,617-385-4304,www.tamobar.com,3 Star Certified Green Restaurant
Buzz Shack at Black Hills State University,1200 University Street,Spearfish,SD,57799,800-255-2478,http://www.bhsu.edu/StudentLife/Living/DiningServices/tabid/3689/Default.aspx,3 Star Certified Green Restaurant
Episcopal High School,1200 N Quaker Lane,Alexandria,VA,22302,703-933-3000,http://www.episcopalhighschool.org,2 Star Certified Green Restaurant
The Beastro at Utah's Hogle Zoo,2600 East Sunnyside Avenue,Salt Lake City,UT,84108,801-584-1700,www.hoglezoo.org,3 Star Certified Green Restaurant
Shoreline Grill at Utah's Hogle Zoo,2600 East Sunnyside Avenue,Salt Lake City,UT,84108,801-584-1700,www.hoglezoo.org,3 Star Certified Green Restaurant
Engrained at Grand Valley State University,4152 Calder Drive,Allendale,MI,49401,616-331-5000,www.gvsu.edu,3 Star Certified Green Restaurant
Corcoran Caterers,2401 Montgomery Street,Silver Spring,MD,20910,301-588-9200,http://www.corcorancaterers.com,3 Star Certified Green Restaurant
A la Carte Catering,6608 James Madison Highway,Haymarket,VA,20169,703-754-2714,http://www.alacartecaters.com/,1 Star Certified Green Restaurant
The Annex Kitchen,2257 West Shaw Avenue,Fresno,CA,93711,559-248-8512,http://www.annexkitchenfresno.com/,2 Star Certified Green Restaurant
French Broad Chocolates,10 S. Pack Square,Asheville,NC,28801,828-252-4181,www.frenchbroadchocolates.com,3 Star Certified Green Restaurant
C4C Dining at CU-Boulder,"Housing & Dining Services, C4C N170K, UCB 159",Boulder,CO,80309, ,https://housing.colorado.edu/center-community,3 Star Certified Green Restaurant
Grand Depot Cafe,233 North Grand Canyon Boulevard,Williams,AZ,86046,928-635-4010,http://www.thetrain.com/food/grand-depot-cafe/,3 Star Certified Green Restaurant
The Purple Onion,16 Main Street,Saluda,NC,28773,828-749-1179,www.purpleonionsaluda.com,3 Star Certified Green Restaurant
Arooga’s Route 422,637 E. Main Street,Hummelstown,PA,17036,717-230-9464,http://www.aroogas.com,1 Star Certified Green Restaurant
Arooga’s Route 32,32 Sandy Desert Road,Uncasville,CT,6382,860-862-6386,http://www.aroogas.com/content/aroogas-route-32,1 Star Certified Green Restaurant
Boston University School of Law Cafe,765 Commonwealth Ave,Boston,MA,2215,617-353-8121,http://www.bu.edu/dining/where-to-eat/retail-dining/school-of-law-cafe/,3 Star Certified Green Restaurant
Boston University West Campus Fresh Food Co.,275 Babcock Street,Boston,MA,2215,617-353-3996,http://www.bu.edu/dining/where-to-eat/residence-dining/the-fresh-food-co-at-west-campus/,3 Star Certified Green Restaurant
Boston University Fresh Food Co. at Warren Towers,700 Comomnwealth Avenue,Boston,MA,2215, ,http://www.bu.edu/dining/where-to-eat/residence-dining/warren-towers/,3 Star Certified Green Restaurant
Founding Farmers Tysons,"1800 Tysons Blvd, Suite 70",McLean,VA,22012,214-207-5149,http://www.wearefoundingfarmers.com/tysons,3 Star Certified Green Restaurant
Juice Generation,122 East 42nd Street,New York,NY,10017,212-420-9700,http://www.juicegeneration.com/,2 Star Certified Green Restaurant
Juice Generation,210 Bedford Avenue,New York,NY,11249,212-420-9700,http://www.juicegeneration.com/,2 Star Certified Green Restaurant
The Marshal,628 10th Avenue,New York,NY,10036,212-582-6300,www.the-marshal.com,3 Star Certified Green Restaurant
Taste of the Wild Catering at Utah's Hogle Zoo,2600 East Sunnyside Avenue,Salt Lake City,UT,84108,801-584-1700,www.hoglezoo.org,2 Star Certified Green Restaurant
Cafe de Boston,75 Federal Street,Boston,MA,2110,617-482-1006,www.cafedeboston.com ,3 Star Certified Green Restaurant
Habit Burger at SDSU,"Aztec Student Union, 5500 Campanile Drive",San Diego,CA,92182,619-582-1365,www.habitburger.com/charburger/?MenuVersion=B&region=san-diego&regionDisplay=San%20Diego,2 Star Certified Green Restaurant
State & Allen Kitchen + Bar,2400 Allen Street,Dallas,TX,75204,214-239-1990,http://www.stateandallen.com,2 Star Certified Green Restaurant
Holloway Commons at University of New Hampshire,75 Main Street,Durham,NH,3824,603-862-0710,www.unh.edu/dining/facility/holloway-commons-hoco,3 Star Certified Green Restaurant
Philbrook Dining Hall at University of New Hampshire,29 McDaniel Drive,Durham,NH,3824,603-862-9331,http://www.unh.edu/dining/facility/philbrook-dining-hall,3 Star Certified Green Restaurant
Stillings Dining Hall at University of New Hampshire,20 Ballard Street,Durham,NH,3824,603-862-1386,www.unh.edu,3 Star Certified Green Restaurant
Dairy Bar at University of New Hampshire ,3 Depot Road,Durham,NH,3824,603-862-1006,http://www.unh.edu/dining/facility/dairy-bar,3 Star Certified Green Restaurant
Bellagreen Woodlands,"2501 Research Forrest Drive, Suite E",Woodlands,TX,77381,,http://www.bellagreen.com/,3 Star Certified Green Restaurant
The Cheese Corner,323 South Main St.,Viroqua,WI,54665,608-637-7779,www.cheese-corner.com,1 Star Certified Green Restaurant
Tabor Academy,215 Front St,Marion,MA,2738,508-291-8341,http://www.taboracademy.org/page,2 Star Certified Green Restaurant
Wooster School,91 Miry Brook Road,Danbury,CT,6810,203-830-3900,www.woosterschool.org,2 Star Certified Green Restaurant
Episcopal School of Knoxville,950 Episcopal School Way,Knoxville,TN,37932,(865) 218-4465,http://www.esknoxville.org/,2 Star Certified Green Restaurant
Rice University North Servery,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
Rice University South Servery,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
Rice University Seibel Servery,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
Rice University West Servery,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
Rice University Baker College Kitchen,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
Rice University Sid Richardson College Kitchen,6100 Main Street,Houston,TX,77005,713-348-2658,http://dining.rice.edu/,1 Star Certified Green Restaurant
The New School Dining Commons at the University Center,65 5th Avenue,New York,NY,10011,212-229-5600,http://www.dineoncampus.com/newschooldining/,3 Star Certified Green Restaurant
Copper Canyon Grill,100 Boardwalk Place,Gaithersburg,MD,20878,410-884-0220,http://ccgrill.com/copper-canyon-menu-location/#GAITHERSBURG,2 Star Certified Green Restaurant
Springside Chestnut Hill Academy -- Cherokee Campus,8000 Cherokee Street,Philadelphia,PA,19118,215-247-7200,www.sch.org,3 Star Certified Green Restaurant
Springside Chestnut Hill Academy - Willow Grove Campus,500 Willow Grove Ave,Philadelphia,PA,19118,215-247-4700,www.sch.org,3 Star Certified Green Restaurant
The Obstinate Daughter,2063 Middle Street,Sullivans Island,SC,29482,843-416-5020,http://www.theobstinatedaughter.com/,3 Star Certified Green Restaurant
Kitchen Sync,1609 Laurens Road,Greenville,SC,29606,864-568-8115,http://www.kitchensyncgreenville.com/,4 Star SustainaBuild Certified Green Restaurant
Dunn School,2555 W. Highway 154,Los Olivos,CA,93441,805-688-6471,www.dunnschool.org,3 Star Certified Green Restaurant
Arooga’s Route 696,105 W King St,Shippensburg,PA,17257,717-221-9464,http://aroogas.com/Route-696-Shippensburg,1 Star Certified Green Restaurant
Whitney Dining at University of Connecticut,1346 Storrs Road,Storrs,CT,6269,860-486-2000,www.Uconn.edu,3 Star Certified Green Restaurant
Gelfenbien Commons at University of Connecticut,3384 Towers Loop Road,Storrs,CT,6269,860-486-2000,www.Uconn.edu,3 Star Certified Green Restaurant
Piedmont North at Georgia State University,75 Piedmont Ave,Atlanta,GA,30303,,http://dining.gsu.edu/piedmont-north/,3 Star Certified Green Restaurant
Patton Dining Hall at Georgia State University,160 Edgewood Ave NE,Atlanta,GA,30303,,http://dining.gsu.edu/patton-hall/,3 Star Certified Green Restaurant
Cathey Dining Commons at University of Chicago,6025 S. Ellis Avenue,Chicago,IL,60637, ,dining.uchicago.edu/,2 Star Certified Green Restaurant
Logan Cafe at University of Chicago,915 E. 60th Street,Chicago,IL,60637, ,dining.uchicago.edu/,2 Star Certified Green Restaurant
Northgate Juice Joint,215 University Drive,College Station,TX,77841,979-704-6010,http://northgatejuicejoint.com/,3 Star Certified Green Restaurant
Chipotle Mexican Grill at SDSU,San Diego State University,San Diego,CA,92182,619-362-9973,www.chipotle.com,2 Star Certified Green Restaurant
Jambo Grill at Pittsburgh Zoo,One Wild Place,Pittsburgh,PA,15206,412-665-3640,http://www.pittsburghzoo.org/shoppinganddining,3 Star Certified Green Restaurant
New Leaf Cafe,561 Virginia Road,Concord,MA,1742,978-221-2508,www.nexdine.com/newleaf,3 Star Certified Green Restaurant
Via Carota,51 Grove St,New York,NY,10014,212-255-1962,www.viacarota.com,2 Star Certified Green Restaurant
Buvette,42 Grove St,New York,NY,10014,212-255-3590,http://www.ilovebuvette.com/,2 Star Certified Green Restaurant
East Food Court at UC Irvine,C210 Student Center,Irvine,CA,92697,949-824-0657,http://www.food.uci.edu/,3 Star Certified Green Restaurant
Arooga’s Route 462,125 South Centerville Road ,Lancaster,PA,17603,717-221-9464,http://www.aroogas.com,1 Star Certified Green Restaurant
Jimmy's Famous American Tavern,6250 Topanga Canyon Blvd. ,Woodland Hills,CA,91367,818-369-0005,www.j-fat.com,2 Star Certified Green Restaurant
Oggi's Pizza Express at SDSU,5500 Campanile Drive,San Diego,CA,92182,619-286-4447,http://oggispizzaexpress.com/,2 Star Certified Green Restaurant
Pepper's Artful Events,43 Hudson Street,Northborough,MA,1532,508-393-6844,http://www.pepperscatering.com/,3 Star Certified Green Restaurant
Bloomberg Cafeteria,155 Corporate Drive,Orangeburg,NY,10962,845-761-1929,,2 Star Certified Green Restaurant
The Blackbird,905 North Washington Street,Spokane,WA,99201,509-392-4000,http://www.theblackbirdspokane.com/,4 Star Certified Green Restaurant
InterContinental Mark Hopkins,999 California St,San Francisco,CA,94108,415-392-3434,http://www.ichotelsgroup.com/intercontinental/en/gb/locations/hotel-features/dining/restaurants/sanfrancisco-markhopkins,3 Star Certified Green Restaurant
Savory Catering,5855 Maple Avenue,Dallas,TX,75235,,,1 Star Certified Green Restaurant
Body Glove Cruises,75-5629 Kuakini Highway,Kailua Kona,HI,96740,808-326-7122,http://www.bodyglovehawaii.com,2 Star Certified Green Restaurant
Rathbone at Lehigh University,63 University Drive,Bethlehem,PA,18015,610-758-4166,http://lehigh.sodexomyway.net/dining-choices/resident/rathbone.html,2 Star Certified Green Restaurant
Bamboo Sushi Northeast,1409 N.E. Alberta Street,Portland,OR,97210,503-232-5255,www.bamboosushi.com ,3 Star Certified Green Restaurant
Montrio Bistro,414 Calle Principal,Monterey,CA,93940,831-250-0606,http://www.montrio.com/,2 Star Certified Green Restaurant
Juice Generation,101 Maiden Ln,New York,NY,10038,646-882-4330,http://www.juicegeneration.com/,3 Star Certified Green Restaurant
Hummingbird Tea Room & Bakery ,30420 FM 2978,The Woodlands,TX,77354,281-419-8362,hummingbirdtearoom.com,1 Star Certified Green Restaurant
&Grain,700 North Avenue,Garwood,NJ,7027,908-232-2233,http://www.andgrain.com/,3 Star Certified Green Restaurant
Sharpe Refectory at Brown University,"Brown University, 144 Thayer St",Providence,RI,2906,401-863-3343,http://www.brown.edu/Student_Services/Food_Services/,3 Star Certified Green Restaurant
Verney-Woolley at Brown University,"Brown University, 135 Cushing Street",Providence,RI,2912,401-863-3958,http://www.brown.edu/Student_Services/Food_Services/,3 Star Certified Green Restaurant
Josiah's at Brown University,"Brown University, 114 Power Street",Providence,RI,2912,401-863-3343,http://www.brown.edu/Student_Services/Food_Services/,3 Star Certified Green Restaurant
Blue Room at Brown University,"Brown University, 75 Waterman Street",Providence,RI,2912,401-863-3343,http://www.brown.edu/Student_Services/Food_Services/,2 Star Certified Green Restaurant
Andrews Commons at Brown University,211 Bowen Street,Providence,RI,2912,401-863-3343,http://www.brown.edu/Student_Services/Food_Services/,2 Star Certified Green Restaurant
Mediterra Clubhouse,15755 Corso Mediterra Circle,Naples,FL,34110,239-254-3000,http://www.mediterraliving.com/,2 Star Certified Green Restaurant
Mediterra Beach Club Restaurant,26110 Hickory Blvd.,Bonita Springs,FL,34134,239-254-3000,http://www.mediterraliving.com/,2 Star Certified Green Restaurant
Mediterra Banquets,15755 Corso Mediterra Circle,Naples,FL,34110,239-254-3000,http://www.mediterraliving.com/,2 Star Certified Green Restaurant
The Red Lentil,600 Mount Auburn Street,Watertown,MA,2472,617-972-9189,http://theredlentil.com/home-2,1 Star Certified Green Restaurant
Cafe Crossing at Northeastern University,364 Huntington Ave,Boston,MA,2115, 617-373-2530,http://www.nudining.com/,2 Star Certified Green Restaurant
Juice Generation,28 East 18th St.,New York,NY,11249,646-882-4299,http://www.juicegeneration.com/,3 Star Certified Green Restaurant
Putnam Refectory at University of Connecticut,3384 Towers Loop Road,Storrs,CT,6269,860-486-2000,www.Uconn.edu,4 Star Certified Green Restaurant
Rome Commons at South at University of Connecticut,3384 Towers Loop Road,Storrs,CT,6269,860-486-2000,www.Uconn.edu,3 Star Certified Green Restaurant
Noz Catering,97 Saint Marks Place,New York,NY,10009,646-228-4992,http://www.nozcatering.com/,2 Star Certified Green Restaurant
Dickinson College Dining Hall,28 North College Street,Carlisle,PA,17013-2896,717-245-1318,http://www.dickinson.edu/info/20205/campus_dining/197/dining_hall,3 Star Certified Green Restaurant
Hope Street Pizza,772 Hope Street,Providence,RI,2906,401-273-5955,http://www.hopestreetpizza.com/,1 Star Certified Green Restaurant
Juice Generation,599 Lexington Avenue,New York,NY,11249,646-882-4299,http://www.juicegeneration.com/,3 Star Certified Green Restaurant
UNC Chapel Hill - 1.5.0,36 Lenoir Hall,Chapel Hill,NC,27599,919-843-9528,dining.unc.edu,3 Star Certified Green Restaurant
UNC Chapel Hill - Top of Lenoir,36 Lenoir Hall,Chapel Hill,NC,27599,919-843-9528,dining.unc.edu,3 Star Certified Green Restaurant
Chase Dining Hall at UNC Chapel Hill,104 Ridge Road,Chapel Hill,NC,27599,919-843-9528,dining.unc.edu,3 Star Certified Green Restaurant
Hertz Corporate Headquarters Cafe,8501 Williams Rd,Estero,FL,33928,,http://newsroom.hertz.com/,4 Star Certified Green Restaurant
Jimmy's Famous American Tavern Brea,3325 E. Imperial Highway,Brea,CA,92823,714-733-1310,http://www.j-fat.com/locations/brea/,1 Star Certified Green Restaurant
Market Fresh at Monty's Market East Common at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
Market Fresh at Aztec Union Market at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
Market Fresh at Monty's Market Cuicacalli at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
Market Fresh at Aztec Market West Commons at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
Market Fresh at Monty's Market Chapultapec at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
MCVTS Perth Amboy,457 High Street,Perth Amboy,NJ,8861,,http://www.mcvts.net/Domain/15,3 Star Certified Green Restaurant
A Main Event Caterers,3870 South Four Mile Run Drive,Arlington,VA,22204,703-820-2028,www.maineventcaterers.com,1 Star Certified Green Restaurant
The Farm Barn Cafe,1112 Dukes Parkway West,Hillsborough,NJ,8844,908-243-3644,http://dukefarms.org/en/visit/cafe,4 Star Certified Green Restaurant
Good Choice Kitchen,147 Main Street,Ossining,NY,10562,914-930-1591,www.goodchoicekitchen.com,4 Star Certified Green Restaurant
Fireside Cafe at University of Michigan,Pierpont Commons Upper Level2101 Bonisteel Blvd.,Ann Arbor,MI,48109,734-764-7535,http://dining.umich.edu/menus-locations/cafes/fireside-cafe/,1 Star Certified Green Restaurant
UVA Ohill Dining Room,525 McCormick Road,Charlottesville,VA,22094,,http://virginia.campusdish.com/,3 Star Certified Green Restaurant
UVA Fine Arts Cafe,110 Bayly Drive,Charlottesville,VA,22094,,http://virginia.campusdish.com/,2 Star Certified Green Restaurant
Market Fresh at Aztec Market 808 at SDSU,San Diego State University,San Diego,CA,,619-594-7640,http://www.eatatsdsu.com/,2 Star Certified Green Restaurant
Bamboo Sushi SW,404 S.W. 12th Avenue,Portland,OR,97205,,http://bamboosushi.com/our-locations/bamboo-sushi-south-west/,3 Star Certified Green Restaurant
Carmichael at Tufts University,200 Packard Ave.,Medford,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Dewick-Macphie at Tufts University,25 Latin Way,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Commons Marketplace at Tufts University,44 Professors Row,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Hodgdon On-The-Run at Tufts University,100 Talbot Ave.,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Hotung Cafe at Tufts University,44 Professors Row,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Mugar Cafe at Tufts University,1 Fletcher Way,Medford,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Pat Et Lox at Tufts University,44 Professors Row,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Tower Cafe at Tufts University,35 Professors Row,Somerville,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Catering at Tufts University,1 Fletcher Way,Medford,MA,,,http://dining.tufts.edu,3 Star Certified Green Restaurant
Academy Cafe at California Academy of Sciences,55 Music Concourse Drive,San Francisco,CA,94118,415-379-8000,http://www.calacademy.org/dining,3 Star Certified Green Restaurant
The Terrace at California Academy of Sciences,55 Music Concourse Drive,San Francisco,CA,94118,415-379-8000,http://www.calacademy.org/dining,3 Star Certified Green Restaurant
Events at California Academy of Sciences,55 Music Concourse Drive,San Francisco,CA,94118,415-379-8202,http://www.calacademy.org/dining,3 Star Certified Green Restaurant
Rockefeller Mathey at Princeton University,University Place,Princeton,NJ,8540,609-258-6097,https://www.princeton.edu/us/dining/residential/locate/rm/,1 Star Certified Green Restaurant
Forbes College at Princeton University,Alexander Street,Princeton,NJ,8540,609-258-6097,https://www.princeton.edu/us/dining/residential/locate/forbes/,3 Star Certified Green Restaurant
Tim Hortons 2171,1655 18th St.,Brandon,"Manitoba, Canada",R7A5C6,204-571-0457,http://www.timhortons.com/,1 Star Certified Green Restaurant
Tim Hortons 2250,1845 Middleton Avenue,Brandon,"Manitoba, Canada",R7C1A7,204-726-0210,http://www.timhortons.com/,1 Star Certified Green Restaurant
Tim Hortons 2708,150 McTavish Avenue E,Brandon,"Manitoba, Canada",R7A2B3,204-578-4084,http://www.timhortons.com/,1 Star Certified Green Restaurant
Tim Hortons 3121,"2800 Victoria Avenue, Unit C",Brandon,"Manitoba, Canada",R7B3X1,204-727-6665,http://www.timhortons.com/,1 Star Certified Green Restaurant
Tim Hortons 3374,"400 Frontage Road, Box 1300",Virden,"Manitoba, Canada",R0M2C0,204-748-1912,http://www.timhortons.com/,1 Star Certified Green Restaurant
Tim Hortons 4369,"1570 18th Street, Shoppers Mall Brandon",Brandon,"Manitoba, Canada",R7A5C5,204-727-8467,http://www.timhortons.com/,1 Star Certified Green Restaurant
Arooga’s Route 5,615 Greenwich Avenue,Warwick,RI,2886,401-732-1230,http://www.aroogas.com/route-5-warwick,1 Star Certified Green Restaurant
The University of Texas at Dallas - Dining Hall WEST,2770 Waterview Parkway,Richardson,TX,75080,972-883-7468,http://www.dineoncampus.com/utdallasdining/,3 Star Certified Green Restaurant
Osteria Leana,76 South Street,Oyster Bay,NY,11771,516-584-6995,http://www.osterialeana.com/,1 Star Certified Green Restaurant
The Rebel Market at University of Mississippi,144 Johnson Commons,University,MS,38677,662-915-7185,http://olemiss.campusdish.com/Locations/TheRebelMarket.aspx,1 Star Certified Green Restaurant
Catering at University of Mississippi,144 Johnson Commons,University,MS,38677,662-915-7041,https://olemiss.catertrax.com/,1 Star Certified Green Restaurant
Le Bistro at Culinary Institute LeNotre,7070 Allensby Street,Houston,TX,77022,713-358-5079,http://www.lebistro-houston.com,1 Star Certified Green Restaurant
McGauvran Dining Hall at UMass Lowell,71 Wilder Street,Lowell,MA,1854,978-934-6517,https://umasslowell.campusdish.com,3 Star Certified Green Restaurant
